X	125322765	125329037	1	testis_NOD_rep1-piC_2
1	84641068	84645813	1	testis_NOD_rep1-piC_6
1	214236009	214241748	1	testis_NOD_rep1-piC_23
2	105068038	105080011	1	testis_NOD_rep1-piC_33
3	30972158	30983635	1	testis_NOD_rep1-piC_51
3	109436006	109445688	1	testis_NOD_rep1-piC_59
4	68987373	68994382	1	testis_NOD_rep1-piC_69
4	150868514	150877273	1	testis_NOD_rep1-piC_82
5	129530647	129589688	1	testis_NOD_rep1-piC_89
5	155527139	155538967	1	testis_NOD_rep1-piC_100
5	156982104	156991953	1	testis_NOD_rep1-piC_101
6	143818167	143903860	1	testis_NOD_rep1-piC_129
7	76851149	76942912	1	testis_NOD_rep1-piC_144
7	80437060	80513277	1	testis_NOD_rep1-piC_145
7	81164085	81250028	1	testis_NOD_rep1-piC_149
7	104097891	104103944	1	testis_NOD_rep1-piC_153
7	109399499	109405553	1	testis_NOD_rep1-piC_154
7	140389043	140417697	1	testis_NOD_rep1-piC_159
8	21762062	21773932	1	testis_NOD_rep1-piC_163
9	58182084	58259992	1	testis_NOD_rep1-piC_194
9	73014198	73100754	1	testis_NOD_rep1-piC_196
9	117240165	117247939	1	testis_NOD_rep1-piC_200
9	125705490	125716795	1	testis_NOD_rep1-piC_202
10	73662551	73704990	1	testis_NOD_rep1-piC_214
10	88598030	88602962	1	testis_NOD_rep1-piC_217
10	90076020	90084992	1	testis_NOD_rep1-piC_220
10	94945122	94996039	1	testis_NOD_rep1-piC_224
11	66411008	66419953	1	testis_NOD_rep1-piC_237
11	75761092	75774262	1	testis_NOD_rep1-piC_239
11	79535372	79552008	1	testis_NOD_rep1-piC_240
11	85999751	86007309	1	testis_NOD_rep1-piC_245
11	111771343	111787018	1	testis_NOD_rep1-piC_258
12	58726509	58731885	1	testis_NOD_rep1-piC_268
12	110319124	110324016	1	testis_NOD_rep1-piC_272
12	110326424	110412784	1	testis_NOD_rep1-piC_273
14	59629152	59633933	1	testis_NOD_rep1-piC_299
16	65600375	65604300	1	testis_NOD_rep1-piC_331
17	27962025	27984813	1	testis_NOD_rep1-piC_336
17	28137088	28244017	1	testis_NOD_rep1-piC_338
17	28424362	28446746	1	testis_NOD_rep1-piC_339
17	35026187	35035775	1	testis_NOD_rep1-piC_342
17	55078336	55088654	1	testis_NOD_rep1-piC_345
17	73867869	73936369	1	testis_NOD_rep1-piC_348
18	66346018	66350973	1	testis_NOD_rep1-piC_353
