chr1	31296531	31326503	pi-Fam168b__piC1	29972	-	pi-Fam168b__piC1	FVB_NJ_v1
chr1	31496403	31526459	pi-Fam168b__piC1	30056	-	pi-Fam168b__piC1	PWK_PhJ_v1
chr1	31765883	31796482	pi-Fam168b__piC1	30599	-	pi-Fam168b__piC1	DBA_2J_v1
chr1	32085077	32115068	pi-Fam168b__piC1	29991	-	pi-Fam168b__piC1	BALB_cJ_v1
chr1	32409936	32441933	pi-Fam168b__piC1	31997	-	pi-Fam168b__piC1	A_J_v1
chr1	32812492	32842178	pi-Fam168b__piC1	29686	-	pi-Fam168b__piC1	WSB_EiJ_v1
chr1	32822549	32852353	pi-Fam168b__piC1	29804	-	pi-Fam168b__piC1	AKR_J_v1
chr1	32831214	32863462	pi-Fam168b__piC1	32248	-	pi-Fam168b__piC1	NZO_HlLtJ_v1
chr1	32908485	32947205	pi-Fam168b__piC1	38720	-	pi-Fam168b__piC1	CAST_EiJ_v1
chr1	33031640	33062494	pi-Fam168b__piC1	30854	-	pi-Fam168b__piC1	C3H_HeJ_v1
chr1	33247111	33276854	pi-Fam168b__piC1	29743	-	pi-Fam168b__piC1	129S1_SvImJ_v1
chr1	33587892	33630690	pi-Fam168b__piC1	42798	-	pi-Fam168b__piC1	LP_J_v1
chr1	34750406	34782416	pi-Fam168b__piC1	32010	-	pi-Fam168b__piC1	C57BL_6NJ_v1
chr1	34852306	34882103	pi-Fam168b__piC1	29797	-	pi-Fam168b__piC1	GRCm39
chr1	35695280	35724938	pi-Fam168b__piC1	29658	-	pi-Fam168b__piC1	CBA_J_v1
chr1	37949786	37981546	pi-Fam168b__piC1	31760	-	pi-Fam168b__piC1	NOD_ShiLtJ_v1
chr1	53909989	53938535	1-qC1.3-637__piC2	28546	-	1-qC1.3-637__piC2	FVB_NJ_v1
chr1	53931802	53960598	1-qC1.3-637__piC2	28796	-	1-qC1.3-637__piC2	PWK_PhJ_v1
chr1	54582598	54611397	1-qC1.3-637__piC2	28799	-	1-qC1.3-637__piC2	DBA_2J_v1
chr1	55171666	55200212	1-qC1.3-637__piC2	28546	-	1-qC1.3-637__piC2	A_J_v1
chr1	55206591	55235134	1-qC1.3-637__piC2	28543	-	1-qC1.3-637__piC2	BALB_cJ_v1
chr1	56192141	56225737	1-qC1.3-637__piC2	33596	-	1-qC1.3-637__piC2	CAST_EiJ_v1
chr1	56307604	56337288	1-qC1.3-637__piC2	29684	-	1-qC1.3-637__piC2	WSB_EiJ_v1
chr1	56645770	56674316	1-qC1.3-637__piC2	28546	-	1-qC1.3-637__piC2	NZO_HlLtJ_v1
chr1	56652926	56681508	1-qC1.3-637__piC2	28582	-	1-qC1.3-637__piC2	AKR_J_v1
chr1	56933710	56962256	1-qC1.3-637__piC2	28546	-	1-qC1.3-637__piC2	C3H_HeJ_v1
