chr1	17633523	17639229	PTmerged1	5706	-	PTmerged1	PWK_PhJ_v1
chr1	17660571	17665839	PTmerged1	5268	-	PTmerged1	FVB_NJ_v1
chr1	17899446	17904714	PTmerged1	5268	-	PTmerged1	DBA_2J_v1
chr1	18100570	18105839	PTmerged1	5269	-	PTmerged1	BALB_cJ_v1
chr1	18350074	18355352	PTmerged1	5278	-	PTmerged1	WSB_EiJ_v1
chr1	18404581	18409848	PTmerged1	5267	-	PTmerged1	A_J_v1
chr1	18424195	18429463	PTmerged1	5268	-	PTmerged1	NZO_HlLtJ_v1
chr1	18442544	18447812	PTmerged1	5268	-	PTmerged1	AKR_J_v1
chr1	18472895	18478163	PTmerged1	5268	-	PTmerged1	C3H_HeJ_v1
chr1	18568761	18578710	PTmerged1	9949	-	PTmerged1	CAST_EiJ_v1
chr1	18628362	18633624	PTmerged1	5262	-	PTmerged1	129S1_SvImJ_v1
chr1	18863997	18869264	PTmerged1	5267	-	PTmerged1	LP_J_v1
chr1	19492664	19497931	PTmerged1	5267	-	PTmerged1	C57BL_6NJ_v1
chr1	19941306	19946574	PTmerged1	5268	-	PTmerged1	CBA_J_v1
chr1	20430320	20431943	PTmerged2	1623	-	PTmerged2	PWK_PhJ_v1
chr1	20436809	20440202	PTmerged2	3393	-	PTmerged2	FVB_NJ_v1
chr1	20664956	20668172	PTmerged2	3216	-	PTmerged2	DBA_2J_v1
chr1	20888026	20893295	PTmerged1	5269	-	PTmerged1	NOD_ShiLtJ_v1
chr1	20915180	20917630	PTmerged2	2450	-	PTmerged2	BALB_cJ_v1
chr1	21066534	21071808	PTmerged1	5274	-	PTmerged1	GRCm39
chr1	21179224	21180894	PTmerged2	1670	-	PTmerged2	A_J_v1
chr1	21235962	21237581	PTmerged2	1619	-	PTmerged2	WSB_EiJ_v1
chr1	21290568	21292184	PTmerged2	1616	-	PTmerged2	NZO_HlLtJ_v1
chr1	21394155	21397178	PTmerged2	3023	-	PTmerged2	AKR_J_v1
chr1	21399720	21401383	PTmerged2	1663	-	PTmerged2	C3H_HeJ_v1
chr1	21505334	21506965	PTmerged2	1631	-	PTmerged2	CAST_EiJ_v1
chr1	21593650	21601659	PTmerged2	8009	-	PTmerged2	129S1_SvImJ_v1
chr1	21809340	21810920	PTmerged2	1580	-	PTmerged2	LP_J_v1
chr1	22564733	22570370	PTmerged2	5637	-	PTmerged2	C57BL_6NJ_v1
chr1	23128378	23130040	PTmerged2	1662	-	PTmerged2	CBA_J_v1
chr1	23819102	23825814	PTmerged2	6712	-	PTmerged2	GRCm39
chr1	24130414	24133153	PTmerged2	2739	-	PTmerged2	NOD_ShiLtJ_v1
chr1	31091713	31103833	PTmerged3	12120	+	PTmerged3	FVB_NJ_v1
chr1	31280943	31290187	PTmerged3	9244	+	PTmerged3	PWK_PhJ_v1
chr1	31293320	31303634	PTmerged4	10314	-	PTmerged4	FVB_NJ_v1
chr1	31493192	31503498	PTmerged4	10306	-	PTmerged4	PWK_PhJ_v1
chr1	31556794	31573458	PTmerged3	16664	+	PTmerged3	DBA_2J_v1
chr1	31762672	31772986	PTmerged4	10314	-	PTmerged4	DBA_2J_v1
chr1	31872338	31885538	PTmerged3	13200	+	PTmerged3	BALB_cJ_v1
chr1	32081872	32092190	PTmerged4	10318	-	PTmerged4	BALB_cJ_v1
chr1	32208817	32218277	PTmerged3	9460	+	PTmerged3	A_J_v1
chr1	32406725	32417039	PTmerged4	10314	-	PTmerged4	A_J_v1
chr1	32603208	32612302	PTmerged3	9094	+	PTmerged3	WSB_EiJ_v1
chr1	32617048	32631556	PTmerged3	14508	+	PTmerged3	NZO_HlLtJ_v1
chr1	32617670	32626764	PTmerged3	9094	+	PTmerged3	AKR_J_v1
chr1	32683361	32697488	PTmerged3	14127	+	PTmerged3	CAST_EiJ_v1
chr1	32809281	32819595	PTmerged4	10314	-	PTmerged4	WSB_EiJ_v1
chr1	32819338	32829655	PTmerged4	10317	-	PTmerged4	AKR_J_v1
chr1	32821169	32831565	PTmerged3	10396	+	PTmerged3	C3H_HeJ_v1
chr1	32828003	32838317	PTmerged4	10314	-	PTmerged4	NZO_HlLtJ_v1
chr1	32905243	32919672	PTmerged4	14429	-	PTmerged4	CAST_EiJ_v1
chr1	33004160	33014837	PTmerged3	10677	+	PTmerged3	129S1_SvImJ_v1
chr1	33028429	33038743	PTmerged4	10314	-	PTmerged4	C3H_HeJ_v1
chr1	33243900	33254211	PTmerged4	10311	-	PTmerged4	129S1_SvImJ_v1
chr1	33354033	33364569	PTmerged3	10536	+	PTmerged3	LP_J_v1
chr1	33584681	33594992	PTmerged4	10311	-	PTmerged4	LP_J_v1
chr1	33901133	33905793	PTmerged5	4660	-	PTmerged5	FVB_NJ_v1
chr1	34130798	34135630	PTmerged5	4832	-	PTmerged5	PWK_PhJ_v1
chr1	34367027	34371740	PTmerged5	4713	-	PTmerged5	DBA_2J_v1
chr1	34514789	34524850	PTmerged3	10061	+	PTmerged3	C57BL_6NJ_v1
chr1	34637770	34649882	PTmerged3	12112	+	PTmerged3	GRCm39
chr1	34716535	34721196	PTmerged5	4661	-	PTmerged5	BALB_cJ_v1
chr1	34747201	34757519	PTmerged4	10318	-	PTmerged4	C57BL_6NJ_v1
chr1	34849101	34859419	PTmerged4	10318	-	PTmerged4	GRCm39
chr1	35042699	35048186	PTmerged5	5487	-	PTmerged5	A_J_v1
chr1	35491709	35500803	PTmerged3	9094	+	PTmerged3	CBA_J_v1
chr1	35531869	35536529	PTmerged5	4660	-	PTmerged5	AKR_J_v1
chr1	35545288	35549944	PTmerged5	4656	-	PTmerged5	WSB_EiJ_v1
chr1	35594211	35598871	PTmerged5	4660	-	PTmerged5	NZO_HlLtJ_v1
chr1	35615911	35620616	PTmerged5	4705	-	PTmerged5	CAST_EiJ_v1
chr1	35692069	35702386	PTmerged4	10317	-	PTmerged4	CBA_J_v1
chr1	35759234	35763989	PTmerged5	4755	-	PTmerged5	C3H_HeJ_v1
chr1	36028769	36033429	PTmerged5	4660	-	PTmerged5	129S1_SvImJ_v1
chr1	36378607	36383268	PTmerged5	4661	-	PTmerged5	LP_J_v1
chr1	37455017	37459678	PTmerged5	4661	-	PTmerged5	GRCm39
chr1	37618705	37623366	PTmerged5	4661	-	PTmerged5	C57BL_6NJ_v1
chr1	37729379	37748542	PTmerged3	19163	+	PTmerged3	NOD_ShiLtJ_v1
chr1	37946584	37956901	PTmerged4	10317	-	PTmerged4	NOD_ShiLtJ_v1
chr1	38638996	38643656	PTmerged5	4660	-	PTmerged5	CBA_J_v1
chr1	40834144	40839058	PTmerged5	4914	-	PTmerged5	NOD_ShiLtJ_v1
chr1	53908250	53923778	PTmerged6	15528	-	PTmerged6	FVB_NJ_v1
chr1	53930094	53945665	PTmerged6	15571	-	PTmerged6	PWK_PhJ_v1
chr1	54580859	54596638	PTmerged6	15779	-	PTmerged6	DBA_2J_v1
chr1	55169927	55185455	PTmerged6	15528	-	PTmerged6	A_J_v1
chr1	55204841	55220414	PTmerged6	15573	-	PTmerged6	BALB_cJ_v1
chr1	56190406	56209659	PTmerged6	19253	-	PTmerged6	CAST_EiJ_v1
chr1	56304858	56322540	PTmerged6	17682	-	PTmerged6	WSB_EiJ_v1
chr1	56644031	56659559	PTmerged6	15528	-	PTmerged6	NZO_HlLtJ_v1
chr1	56651036	56666701	PTmerged6	15665	-	PTmerged6	AKR_J_v1
chr1	56931971	56947499	PTmerged6	15528	-	PTmerged6	C3H_HeJ_v1
