1	33004165	33011919	1	testis_129_rep3-piC_1
1	33247203	33251977	-1	testis_129_rep3-piC_2
1	57157185	57172595	-1	testis_129_rep3-piC_3
1	67261241	67265678	-1	testis_129_rep3-piC_4
1	94582038	94607906	-1	testis_129_rep3-piC_5
1	105302543	105306238	1	testis_129_rep3-piC_6
1	121381457	121389105	1	testis_129_rep3-piC_7
1	122295559	122304081	-1	testis_129_rep3-piC_8
1	130690121	130696368	1	testis_129_rep3-piC_9
1	135485995	135495504	1	testis_129_rep3-piC_10
1	143220702	143226024	1	testis_129_rep3-piC_11
1	161608013	161616754	1	testis_129_rep3-piC_12
1	166212682	166224371	1	testis_129_rep3-piC_13
1	166254765	166271800	-1	testis_129_rep3-piC_14
1	171376139	171386835	-1	testis_129_rep3-piC_15
1	175884870	175891340	-1	testis_129_rep3-piC_16
1	178237774	178247582	1	testis_129_rep3-piC_17
2	23920650	23927925	1	testis_129_rep3-piC_19
2	26908136	26913905	-1	testis_129_rep3-piC_20
2	27221060	27234736	-1	testis_129_rep3-piC_21
2	36270006	36282995	-1	testis_129_rep3-piC_22
2	85270015	85281006	-1	testis_129_rep3-piC_23
2	92584072	92605026	1	testis_129_rep3-piC_24
2	93969004	94061002	1	testis_129_rep3-piC_25
2	94537000	94542615	1	testis_129_rep3-piC_26
2	95491614	95507662	1	testis_129_rep3-piC_29
2	104204292	104208623	-1	testis_129_rep3-piC_30
2	130532362	130539340	1	testis_129_rep3-piC_31
2	135881102	135888299	1	testis_129_rep3-piC_32
2	155605347	155624810	1	testis_129_rep3-piC_33
2	155700403	155721641	-1	testis_129_rep3-piC_34
2	155782782	155801569	1	testis_129_rep3-piC_35
2	155872026	155894104	-1	testis_129_rep3-piC_36
2	157844089	157849176	-1	testis_129_rep3-piC_37
2	157884214	157890186	1	testis_129_rep3-piC_38
2	158461061	158465372	1	testis_129_rep3-piC_39
2	163724453	163734966	1	testis_129_rep3-piC_40
2	165964034	165972474	-1	testis_129_rep3-piC_41
2	173219290	173221808	-1	testis_129_rep3-piC_42
2	188154497	188159987	1	testis_129_rep3-piC_43
3	17682236	17704777	-1	testis_129_rep3-piC_44
3	18397923	18404166	1	testis_129_rep3-piC_45
3	26264139	26278098	-1	testis_129_rep3-piC_46
3	29925780	29932328	-1	testis_129_rep3-piC_47
3	32116046	32130549	-1	testis_129_rep3-piC_48
3	32563399	32578525	1	testis_129_rep3-piC_49
3	68292672	68299959	-1	testis_129_rep3-piC_50
3	95076565	95081947	-1	testis_129_rep3-piC_52
3	95882039	95889227	-1	testis_129_rep3-piC_53
3	126743243	126758834	-1	testis_129_rep3-piC_54
3	140937028	140943124	1	testis_129_rep3-piC_55
4	39870053	39877862	-1	testis_129_rep3-piC_57
4	40103788	40107731	-1	testis_129_rep3-piC_58
4	40250515	40261011	-1	testis_129_rep3-piC_59
4	40639917	40643860	-1	testis_129_rep3-piC_60
4	40821035	40832848	1	testis_129_rep3-piC_61
4	41060322	41065772	-1	testis_129_rep3-piC_62
4	43605045	43612081	1	testis_129_rep3-piC_63
4	55633861	55642648	-1	testis_129_rep3-piC_64
4	56139174	56154892	-1	testis_129_rep3-piC_65
4	58689484	58697952	-1	testis_129_rep3-piC_66
4	61193000	61221844	-1	testis_129_rep3-piC_67
4	94325152	94388426	-1	testis_129_rep3-piC_68
4	108950013	108960844	-1	testis_129_rep3-piC_70
4	120402279	120411787	-1	testis_129_rep3-piC_71
4	122201243	122209574	-1	testis_129_rep3-piC_72
4	125308281	125330617	-1	testis_129_rep3-piC_73
4	125367205	125383826	-1	testis_129_rep3-piC_74
4	130392782	130401002	-1	testis_129_rep3-piC_75
4	138071069	138084002	1	testis_129_rep3-piC_78
4	160070750	160075672	1	testis_129_rep3-piC_79
5	29163029	29167434	-1	testis_129_rep3-piC_80
5	34918216	34923058	-1	testis_129_rep3-piC_82
5	51156100	51161518	1	testis_129_rep3-piC_83
5	67162763	67168899	-1	testis_129_rep3-piC_84
5	116026988	116053713	1	testis_129_rep3-piC_86
5	117611794	117657912	-1	testis_129_rep3-piC_87
5	117976179	117983736	-1	testis_129_rep3-piC_88
5	128177386	128183894	-1	testis_129_rep3-piC_89
5	129331734	129336952	1	testis_129_rep3-piC_90
5	134089365	134096677	1	testis_129_rep3-piC_91
5	139656023	139668859	1	testis_129_rep3-piC_93
5	140913763	140922677	-1	testis_129_rep3-piC_94
5	142933016	142943003	-1	testis_129_rep3-piC_95
5	147919005	147927922	1	testis_129_rep3-piC_96
5	148164614	148169983	-1	testis_129_rep3-piC_97
5	148634906	148647646	-1	testis_129_rep3-piC_98
5	149119068	149136802	1	testis_129_rep3-piC_99
5	155665282	155717616	-1	testis_129_rep3-piC_100
6	28337002	28341549	1	testis_129_rep3-piC_101
6	37025025	37033977	-1	testis_129_rep3-piC_102
