
## mus_musculus ref query coordinates:1	186696447	186705220	1	testis_BL6_rep1-piC_21
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	1	191667748	191676577	1	testis_BL6_rep1-piC_21	17833
Mus musculus musculus	strain PWK/PhJ	PWK_PhJ_v1	chromosome	1	183819061	183828124	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain 129S1/SvImJ	129S1_SvImJ_v1	chromosome	1	193771462	193781030	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain LP/J	LP_J_v1	chromosome	1	194944708	194953490	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain NZO/HlLtJ	NZO_HlLtJ_v1	chromosome	1	191214696	191223471	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain C57BL/6NJ	C57BL_6NJ_v1	chromosome	1	199950130	199961481	1	testis_BL6_rep1-piC_21	17833
Mus musculus	reference (CL57BL6) strain	GRCm39	chromosome	1	186696447	186705220	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain NOD/ShiLtJ	NOD_ShiLtJ_v1	chromosome	1	214235137	214246182	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain FVB/NJ	FVB_NJ_v1	chromosome	1	182683425	182692403	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain A/J	A_J_v1	chromosome	1	185837518	185846296	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain BALB/cJ	BALB_cJ_v1	chromosome	1	186513474	186522240	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain DBA/2J	DBA_2J_v1	chromosome	1	184603605	184612385	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain C3H/HeJ	C3H_HeJ_v1	chromosome	1	192179634	192188399	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain CBA/J	CBA_J_v1	chromosome	1	207413855	207424062	1	testis_BL6_rep1-piC_21	17833
Mus musculus	strain AKR/J	AKR_J_v1	chromosome	1	191307898	191316676	1	testis_BL6_rep1-piC_21	17833
Mus musculus domesticus	strain WSB/EiJ	WSB_EiJ_v1	chromosome	1	191385436	191394189	1	testis_BL6_rep1-piC_21	17833

## mus_musculus ref query coordinates:2	93785565	93796336	1	testis_BL6_rep1-piC_30
Mus musculus domesticus	strain WSB/EiJ	WSB_EiJ_v1	chromosome	2	94868640	94879497	1	testis_BL6_rep1-piC_30	13486
Mus musculus	reference (CL57BL6) strain	GRCm39	chromosome	2	93785565	93796336	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain C57BL/6NJ	C57BL_6NJ_v1	chromosome	2	98728631	98739442	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain NZO/HlLtJ	NZO_HlLtJ_v1	chromosome	2	94246463	94257235	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain FVB/NJ	FVB_NJ_v1	chromosome	2	90324549	90335318	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain NOD/ShiLtJ	NOD_ShiLtJ_v1	chromosome	2	105068805	105079570	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain AKR/J	AKR_J_v1	chromosome	2	94172292	94183112	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain A/J	A_J_v1	chromosome	2	91596061	91606866	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain BALB/cJ	BALB_cJ_v1	chromosome	2	91789919	91800692	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain DBA/2J	DBA_2J_v1	chromosome	2	91201606	91212420	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain CBA/J	CBA_J_v1	chromosome	2	102173410	102184175	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain C3H/HeJ	C3H_HeJ_v1	chromosome	2	94443858	94454629	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain 129S1/SvImJ	129S1_SvImJ_v1	chromosome	2	95476592	95487359	1	testis_BL6_rep1-piC_30	13486
Mus musculus	strain LP/J	LP_J_v1	chromosome	2	95671363	95682134	1	testis_BL6_rep1-piC_30	13486
Mus musculus musculus	strain PWK/PhJ	PWK_PhJ_v1	chromosome	2	90956191	90967212	1	testis_BL6_rep1-piC_30	13486
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	2	95047244	95058122	1	testis_BL6_rep1-piC_30	13486

## mus_musculus ref query coordinates:2	167313007	167327398	1	testis_BL6_rep1-piC_46
Mus musculus musculus	strain PWK/PhJ	PWK_PhJ_v1	chromosome	2	164851520	164865824	1	testis_BL6_rep1-piC_46	49733
Mus musculus domesticus	strain WSB/EiJ	WSB_EiJ_v1	chromosome	2	171867983	171885514	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain LP/J	LP_J_v1	chromosome	2	173224147	173238422	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain 129S1/SvImJ	129S1_SvImJ_v1	chromosome	2	173207440	173224961	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain FVB/NJ	FVB_NJ_v1	chromosome	2	163716343	163732518	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain NOD/ShiLtJ	NOD_ShiLtJ_v1	chromosome	2	188183979	188200388	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain DBA/2J	DBA_2J_v1	chromosome	2	165190199	165204872	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain CBA/J	CBA_J_v1	chromosome	2	184800069	184819092	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain C3H/HeJ	C3H_HeJ_v1	chromosome	2	171398747	171413370	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain A/J	A_J_v1	chromosome	2	166077320	166091029	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain BALB/cJ	BALB_cJ_v1	chromosome	2	166433306	166449067	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain AKR/J	AKR_J_v1	chromosome	2	171029967	171044362	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain NZO/HlLtJ	NZO_HlLtJ_v1	chromosome	2	170961563	170975954	1	testis_BL6_rep1-piC_46	49733
Mus musculus	strain C57BL/6NJ	C57BL_6NJ_v1	chromosome	2	178265453	178281029	1	testis_BL6_rep1-piC_46	49733
Mus musculus	reference (CL57BL6) strain	GRCm39	chromosome	2	167313007	167327398	1	testis_BL6_rep1-piC_46	49733
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	2	171863154	171878570	1	testis_BL6_rep1-piC_46	49733

## mus_musculus ref query coordinates:4	62133241	62161114	1	testis_BL6_rep1-piC_70
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	4	59048446	59076244	1	testis_BL6_rep1-piC_70	260672
Mus musculus musculus	strain PWK/PhJ	PWK_PhJ_v1	chromosome	4	57309979	57339476	1	testis_BL6_rep1-piC_70	260672
Mus musculus domesticus	strain WSB/EiJ	WSB_EiJ_v1	chromosome	4	60684461	60712008	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain FVB/NJ	FVB_NJ_v1	chromosome	4	58080239	58111498	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain NOD/ShiLtJ	NOD_ShiLtJ_v1	chromosome	4	68611942	68656459	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain DBA/2J	DBA_2J_v1	chromosome	4	58844038	58858031	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain CBA/J	CBA_J_v1	chromosome	4	65463583	65506234	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain C3H/HeJ	C3H_HeJ_v1	chromosome	4	61107350	61135491	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain A/J	A_J_v1	chromosome	4	58962173	58996388	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain BALB/cJ	BALB_cJ_v1	chromosome	4	59143092	59175905	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain AKR/J	AKR_J_v1	chromosome	4	60611687	60639943	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain NZO/HlLtJ	NZO_HlLtJ_v1	chromosome	4	60710492	60742706	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain C57BL/6NJ	C57BL_6NJ_v1	chromosome	4	63292744	63323890	1	testis_BL6_rep1-piC_70	260672
Mus musculus	reference (CL57BL6) strain	GRCm39	chromosome	4	62133241	62161114	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain 129S1/SvImJ	129S1_SvImJ_v1	chromosome	4	61192632	61221135	1	testis_BL6_rep1-piC_70	260672
Mus musculus	strain LP/J	LP_J_v1	chromosome	4	61454105	61487115	1	testis_BL6_rep1-piC_70	260672

## mus_musculus ref query coordinates:4	132450484	132455340	1	testis_BL6_rep1-piC_80
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	4	131260479	131265383	1	testis_BL6_rep1-piC_80	20533
Mus musculus domesticus	strain WSB/EiJ	WSB_EiJ_v1	chromosome	4	133517001	133521859	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain NZO/HlLtJ	NZO_HlLtJ_v1	chromosome	4	133350396	133356483	1	testis_BL6_rep1-piC_80	20533
Mus musculus	reference (CL57BL6) strain	GRCm39	chromosome	4	132450484	132455340	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain C57BL/6NJ	C57BL_6NJ_v1	chromosome	4	139776555	139782639	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain A/J	A_J_v1	chromosome	4	129288199	129293286	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain BALB/cJ	BALB_cJ_v1	chromosome	4	129905129	129911816	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain DBA/2J	DBA_2J_v1	chromosome	4	129705812	129712085	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain C3H/HeJ	C3H_HeJ_v1	chromosome	4	133192862	133199601	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain CBA/J	CBA_J_v1	chromosome	4	143356451	143361563	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain AKR/J	AKR_J_v1	chromosome	4	132929165	132936110	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain NOD/ShiLtJ	NOD_ShiLtJ_v1	chromosome	4	147948407	147954261	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain FVB/NJ	FVB_NJ_v1	chromosome	4	128566859	128571703	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain LP/J	LP_J_v1	chromosome	4	135054109	135060647	1	testis_BL6_rep1-piC_80	20533
Mus musculus	strain 129S1/SvImJ	129S1_SvImJ_v1	chromosome	4	134905871	134911655	1	testis_BL6_rep1-piC_80	20533
Mus musculus musculus	strain PWK/PhJ	PWK_PhJ_v1	chromosome	4	126403890	126409299	1	testis_BL6_rep1-piC_80	20533

## mus_musculus ref query coordinates:4	135022351	135048188	1	testis_BL6_rep1-piC_81
Mus musculus musculus	strain PWK/PhJ	PWK_PhJ_v1	chromosome	4	129096852	129097798	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain LP/J	LP_J_v1	chromosome	4	137825916	137826847	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain 129S1/SvImJ	129S1_SvImJ_v1	chromosome	4	137719192	137720123	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain NOD/ShiLtJ	NOD_ShiLtJ_v1	chromosome	4	150860217	150861141	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain FVB/NJ	FVB_NJ_v1	chromosome	4	131242349	131243279	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain DBA/2J	DBA_2J_v1	chromosome	4	132324188	132330897	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain CBA/J	CBA_J_v1	chromosome	4	146533521	146534444	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain C3H/HeJ	C3H_HeJ_v1	chromosome	4	135961320	135962243	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain BALB/cJ	BALB_cJ_v1	chromosome	4	132560891	132561815	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain A/J	A_J_v1	chromosome	4	131909306	131910240	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain AKR/J	AKR_J_v1	chromosome	4	135704818	135705741	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain C57BL/6NJ	C57BL_6NJ_v1	chromosome	4	142654069	142654993	1	testis_BL6_rep1-piC_81	7288
Mus musculus	reference (CL57BL6) strain	GRCm39	chromosome	4	135022351	135023275	1	testis_BL6_rep1-piC_81	7288
Mus musculus	strain NZO/HlLtJ	NZO_HlLtJ_v1	chromosome	4	136149637	136150571	1	testis_BL6_rep1-piC_81	7288
Mus musculus domesticus	strain WSB/EiJ	WSB_EiJ_v1	chromosome	4	136329760	136330690	1	testis_BL6_rep1-piC_81	7288
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	4	134093699	134094627	1	testis_BL6_rep1-piC_81	7288
Mus musculus castaneus	strain CAST/EiJ	CAST_EiJ_v1	chromosome	4	134094628	134122101	1	testis_BL6_rep1-piC_81	91990
