1	32905787	32913300	-1	spgonia_CAST_rep4-piC_1
1	62160088	62168675	-1	spgonia_CAST_rep4-piC_2
1	63211742	63217670	-1	spgonia_CAST_rep4-piC_3
1	74218010	74226367	-1	spgonia_CAST_rep4-piC_4
1	91977735	91985652	1	spgonia_CAST_rep4-piC_5
1	93477096	93485883	-1	spgonia_CAST_rep4-piC_6
1	93872311	93881559	1	spgonia_CAST_rep4-piC_7
1	94100217	94107950	1	spgonia_CAST_rep4-piC_8
1	119401841	119412731	1	spgonia_CAST_rep4-piC_9
1	120338220	120342424	-1	spgonia_CAST_rep4-piC_10
1	126257875	126260934	1	spgonia_CAST_rep4-piC_11
1	133442139	133454845	1	spgonia_CAST_rep4-piC_12
1	133905176	133910756	1	spgonia_CAST_rep4-piC_13
1	159526035	159537896	1	spgonia_CAST_rep4-piC_15
1	164165745	164179969	-1	spgonia_CAST_rep4-piC_16
1	169178336	169187964	-1	spgonia_CAST_rep4-piC_17
1	169707440	169715379	-1	spgonia_CAST_rep4-piC_18
1	170575053	170578667	-1	spgonia_CAST_rep4-piC_19
1	173657551	173664016	-1	spgonia_CAST_rep4-piC_20
1	176056022	176062897	1	spgonia_CAST_rep4-piC_21
1	194747528	194753792	1	spgonia_CAST_rep4-piC_22
1	197884507	197890706	-1	spgonia_CAST_rep4-piC_23
2	26419663	26425676	1	spgonia_CAST_rep4-piC_24
2	26566751	26574796	-1	spgonia_CAST_rep4-piC_25
2	29778090	29784959	1	spgonia_CAST_rep4-piC_27
2	35772219	35781981	-1	spgonia_CAST_rep4-piC_28
2	37000000	37004464	-1	spgonia_CAST_rep4-piC_29
2	68491015	68495588	1	spgonia_CAST_rep4-piC_30
2	93526278	93589760	1	spgonia_CAST_rep4-piC_31
2	93990718	93998836	-1	spgonia_CAST_rep4-piC_32
2	103427556	103431886	-1	spgonia_CAST_rep4-piC_33
2	120322242	120328587	-1	spgonia_CAST_rep4-piC_34
2	121464037	121468700	1	spgonia_CAST_rep4-piC_35
2	122621013	122633905	1	spgonia_CAST_rep4-piC_37
2	129980370	129989875	1	spgonia_CAST_rep4-piC_38
2	132223407	132227847	1	spgonia_CAST_rep4-piC_39
2	134878893	134886348	1	spgonia_CAST_rep4-piC_41
2	154366044	154373250	1	spgonia_CAST_rep4-piC_42
2	154469659	154476859	-1	spgonia_CAST_rep4-piC_43
2	154553420	154560622	1	spgonia_CAST_rep4-piC_44
2	154643250	154650451	-1	spgonia_CAST_rep4-piC_45
2	155604677	155611897	1	spgonia_CAST_rep4-piC_46
2	156625407	156632696	1	spgonia_CAST_rep4-piC_48
2	162480420	162488816	1	spgonia_CAST_rep4-piC_49
2	164708323	164714998	-1	spgonia_CAST_rep4-piC_50
2	184429579	184438263	1	spgonia_CAST_rep4-piC_51
2	184468300	184472984	-1	spgonia_CAST_rep4-piC_52
3	32480540	32486833	1	spgonia_CAST_rep4-piC_53
3	88541490	88546520	1	spgonia_CAST_rep4-piC_54
3	93922485	93928468	-1	spgonia_CAST_rep4-piC_55
3	94632518	94643540	-1	spgonia_CAST_rep4-piC_56
3	97316603	97321980	1	spgonia_CAST_rep4-piC_58
